"country","year","mean","sd","q10","q90"
"Cambodia",2015,0.8141249695,0.0262863010929485,0.7790701,0.8475188
"Canada",1990,0.5067012415,0.0380674236153898,0.4579285,0.5557121
"Canada",1991,0.4989431825,0.0816925814841162,0.3917864,0.6056141
"Canada",1992,0.4901106925,0.100460659491747,0.3587597,0.6235914
"Canada",1993,0.482502256,0.106519891374183,0.3416829,0.6203227
"Canada",1994,0.476854161,0.100445288070023,0.3462092,0.6074036
"Canada",1995,0.46752289,0.0902913933417449,0.3530853,0.5866885
"Canada",1996,0.4595736145,0.062293326476073,0.3789586,0.5410536
"Canada",1997,0.4693968325,0.0859462168282932,0.3606568,0.5803487
"Canada",1998,0.479070823,0.0901934405355705,0.3640595,0.597402
"Canada",1999,0.48893529,0.0784324972966179,0.3886504,0.5914466
"Canada",2000,0.4985732565,0.0370807953542904,0.4498172,0.5457249
"Canada",2001,0.4490145315,0.0321020906458119,0.4073422,0.4897442
"Canada",2002,0.480853981,0.0775538669452576,0.3844487,0.5837698
"Canada",2003,0.510300226,0.0831189308669942,0.3991599,0.6177918
"Canada",2004,0.5404802175,0.071700144468422,0.4494781,0.6341677
"Canada",2005,0.541863738,0.0718441808335873,0.4508772,0.6341439
"Canada",2006,0.541375162,0.0374478023488981,0.4931398,0.5907006
"Canada",2007,0.5256565755,0.0839672654788418,0.4150852,0.6334704
"Canada",2008,0.510757245,0.100131060587578,0.3801652,0.6426126
"Canada",2009,0.497559745,0.102660066498248,0.3680707,0.6324974
"Canada",2010,0.4832895775,0.0984296301076589,0.3581144,0.6134097
"Canada",2011,0.4684092665,0.0774406407274217,0.3708887,0.5669491
"Canada",2012,0.4784272775,0.100889622319867,0.3482265,0.6071362
"Canada",2013,0.4872983785,0.115255004642175,0.333375,0.6419159
"Canada",2014,0.49532167,0.125234345965285,0.3331343,0.6603646
"Canada",2015,0.5025910985,0.127260698247468,0.3386613,0.675609
"Canada",2016,0.512243167,0.126138418916115,0.3441061,0.6767394
"Canada",2017,0.521784184,0.122597075735323,0.3614155,0.6819865
"Canada",2018,0.5313767055,0.109539096224059,0.3825018,0.6712646
"Canada",2019,0.5407575835,0.0871306337342986,0.4300644,0.6487607
"Canada",2020,0.5557006725,0.0401257445036255,0.5025121,0.6072404
"Chile",1990,0.569383044,0.0493459554186273,0.5048169,0.6323773
"Chile",1991,0.5405488175,0.0826091228343876,0.4300181,0.6483388
"Chile",1992,0.5149742645,0.0963209504306746,0.3893609,0.6406582
"Chile",1993,0.485233415,0.0941949712336579,0.363246,0.6104287
"Chile",1994,0.4578149315,0.0816108686005405,0.3527508,0.5663786
"Chile",1995,0.4277513005,0.0419408848484165,0.373668,0.4803669
"Chile",1996,0.399433409,0.040131826308008,0.3470947,0.4522734
"Chile",1997,0.4230972495,0.0782032869982645,0.3232002,0.5303418
"Chile",1998,0.4440410635,0.0869215381606859,0.3328811,0.5568758
"Chile",1999,0.4694027365,0.0727061142365878,0.3780649,0.5637014
"Chile",2000,0.4922414005,0.0281367279322679,0.4571431,0.5282114
"Chile",2001,0.4492524925,0.0385293703870717,0.4001583,0.4995945
"Chile",2002,0.3192279175,0.0554906977482802,0.2480836,0.3926134
"Chile",2003,0.2097014305,0.0234715309447981,0.1802972,0.2408472
"Chile",2004,0.303540606,0.0563303236044535,0.2295502,0.3773863
"Chile",2005,0.4113080405,0.0269084441344484,0.3767386,0.4455288
"Chile",2006,0.3542203025,0.0292872717939988,0.3172417,0.3926364
"Chile",2007,0.288150185,0.0311464982350654,0.2499086,0.3282799
"Chile",2008,0.328472674,0.0336173456231169,0.2854241,0.3729232
"Chile",2009,0.377603103,0.0342188833828104,0.3342387,0.4209872
"Chile",2010,0.3932880695,0.0289377381143077,0.3553142,0.430948
"Chile",2011,0.280821276,0.0298791209462408,0.2426677,0.3187988
"Chile",2012,0.2789310275,0.0312043260338427,0.2396932,0.3201958
"Chile",2013,0.2177923605,0.0277643533622584,0.1817531,0.252797
"Chile",2014,0.213768802,0.0283908036097537,0.1775443,0.2519819
"Chile",2015,0.20955627315,0.0451945556469316,0.1541808,0.2714228
"Chile",2016,0.203008439,0.0368137852935296,0.1575568,0.2513747
"Chile",2017,0.24684497545,0.0538130397453028,0.182767,0.318796
"Chile",2018,0.2937308905,0.0384074701889837,0.2457242,0.3437819
"China",1990,0.6232307845,0.0416382069824629,0.5698175,0.676257
"China",1991,0.628350925,0.0827176897499632,0.5200353,0.7326662
"China",1992,0.633749385,0.103140514397379,0.4948582,0.7621369
"China",1993,0.639836623,0.114482555053365,0.4828388,0.7818269
"China",1994,0.646783376,0.118444420718556,0.4894019,0.7949832
"China",1995,0.651850371,0.123967782433119,0.4785078,0.8089588
"China",1996,0.65884941,0.125152475953517,0.4906765,0.8189346
"China",1997,0.6647729715,0.122691817666248,0.4956386,0.8181604
"China",1998,0.673230778,0.113093403347711,0.515422,0.8137871
"China",1999,0.6838832135,0.0959278101020835,0.5554995,0.8053731
"China",2000,0.6923854435,0.0737976261414814,0.5936076,0.7848306
"China",2001,0.7029531835,0.0338021752916591,0.6581121,0.7464262
"China",2002,0.8204643525,0.0202646704942953,0.7940363,0.845156
"China",2003,0.8184494165,0.0510014801954031,0.7503426,0.8801504
"China",2004,0.819266925,0.0588132464313548,0.7407244,0.8913671
"China",2005,0.820902796,0.0587731485161858,0.7406452,0.8906526
"China",2006,0.8274054175,0.0490420203253189,0.7619843,0.8849568
"China",2007,0.8353518385,0.0243272718723821,0.8038556,0.8659733
"China",2008,0.723542946,0.0251514687870143,0.6910873,0.7556323
"China",2009,0.702813201,0.0609724178551511,0.6234288,0.7769374
"China",2010,0.68812484,0.0616000451883033,0.6107695,0.7641859
"China",2011,0.67757155,0.0250613240183809,0.6456759,0.7095938
"China",2012,0.7863585405,0.0272593580867564,0.750009,0.8201118
"China",2013,0.782741168,0.0276600125249288,0.7460571,0.8165725
"China",2014,0.724399408,0.0515310353862847,0.6564769,0.7895925
"China",2015,0.662047936,0.0253053734261722,0.6288418,0.6935249
"China",2016,0.7309633365,0.058935707064248,0.654588,0.8022754
"China",2017,0.7936495165,0.0492959766460862,0.7283381,0.8522869
"China",2018,0.847886922,0.023287049110612,0.8173289,0.8762706
"Colombia",1996,0.17426772715,0.0287785574752067,0.1383994,0.2125853
"Colombia",1997,0.2430738825,0.0336761367278545,0.200127,0.2864911
"Colombia",1998,0.21729374,0.0321457339641273,0.1754927,0.2598926
"Colombia",1999,0.2059038151,0.0512903082106375,0.144667,0.2747157
"Colombia",2000,0.191495056,0.0477886932950546,0.1338397,0.2546582
"Colombia",2001,0.17323622805,0.0278621491659118,0.1372668,0.2083419
"Colombia",2002,0.15447442105,0.0370078389478699,0.107998,0.2030988
"Colombia",2003,0.13502623585,0.0202459466224345,0.1095474,0.1615596
"Colombia",2004,0.19821490275,0.0429139588251801,0.1462376,0.2560635
"Colombia",2005,0.2752613205,0.0309980598441714,0.2359733,0.3154786
"Colombia",2006,0.3026573095,0.0423632339195885,0.2484647,0.3591483
"Colombia",2007,0.2705884645,0.038999760333607,0.2207185,0.3216711
"Colombia",2008,0.3497879975,0.0377697341379036,0.301361,0.4002385
"Colombia",2009,0.3293884335,0.03649765673181,0.2829231,0.3765847
"Colombia",2010,0.27780693,0.0334449840762412,0.2349228,0.3206871
"Colombia",2011,0.232392375,0.0298838130524646,0.1947348,0.2702947
"Colombia",2012,0.17521380335,0.0261389143147808,0.1426462,0.2096653
"Colombia",2013,0.17467750495,0.0273547872914415,0.1397327,0.2110753
"Colombia",2014,0.1677324573,0.0467102629318239,0.1100259,0.2307152
"Colombia",2015,0.15823405535,0.0527825237142968,0.09591768,0.2324463
"Colombia",2016,0.1503705064,0.0503085066089204,0.09018143,0.2189367
"Colombia",2017,0.1396490612,0.0412728570927716,0.09061973,0.1947604
"Colombia",2018,0.12676636465,0.0227101423153186,0.09808825,0.1568464
"Costa Rica",1996,0.1704555015,0.0340973172361826,0.1273818,0.2148991
"Costa Rica",1997,0.18639213405,0.0561377059196003,0.1182475,0.261713
"Costa Rica",1998,0.2014269783,0.0675313345357825,0.1204536,0.2941315
"Costa Rica",1999,0.21477616445,0.0680018604859597,0.1322971,0.3039163
"Costa Rica",2000,0.2276312493,0.0612699555518787,0.153725,0.3092007
"Costa Rica",2001,0.2387847075,0.0360567352360955,0.192462,0.2862876
"Costa Rica",2002,0.21015785505,0.0461598695273948,0.1543233,0.270226
"Costa Rica",2003,0.1805475825,0.026134761354769,0.1475593,0.2145532
"Costa Rica",2004,0.2387581731,0.050325456930467,0.1779992,0.3044398
"Costa Rica",2005,0.3013983215,0.035261811885223,0.2573522,0.3465134
"Costa Rica",2006,0.3292891215,0.0492621827687661,0.2679226,0.3941345
"Costa Rica",2007,0.312141762,0.0473762103060053,0.2508514,0.3754307
"Costa Rica",2008,0.2989694375,0.0353206868651702,0.254121,0.3459865
"Costa Rica",2009,0.3943304495,0.0388464023630597,0.3446073,0.4431075
"Costa Rica",2010,0.3548953425,0.0374048228842177,0.3077162,0.402455
"Costa Rica",2011,0.251956422,0.0347714448523566,0.2067343,0.2971794
"Costa Rica",2012,0.2337222825,0.0520275303427953,0.1693215,0.3038094
"Costa Rica",2013,0.211978022,0.0369180188490714,0.1646042,0.2600933
"Croatia",1996,0.4027231255,0.0402416447132366,0.351171,0.4539081
"Croatia",1997,0.392400183,0.0702034178960944,0.3031861,0.4836652
"Croatia",1998,0.3793586415,0.0712885232533386,0.2905916,0.4727384
"Croatia",1999,0.367293958,0.0383604122897259,0.3179242,0.4157661
"Croatia",2000,0.3282449475,0.0651294752576082,0.2450074,0.4158487
"Croatia",2001,0.2887381405,0.0610416317713445,0.2133296,0.3687455
"Croatia",2002,0.2516521275,0.0304137453075589,0.2125855,0.2920177
"Croatia",2003,0.2629708895,0.0606500320742834,0.1853578,0.3435237
"Croatia",2004,0.2709607054,0.0714592637532616,0.1815374,0.3627486
"Croatia",2005,0.2782114114,0.0673413270352887,0.1966663,0.3713988
"Croatia",2006,0.2837888525,0.0412419757496365,0.2321173,0.3394895
"Croatia",2007,0.3277712405,0.048844810197597,0.265854,0.3910556
"Croatia",2008,0.268415545,0.0293910202784878,0.2304107,0.3065512
"Croatia",2009,0.23271526,0.0363431902239639,0.1872324,0.2797243
"Croatia",2010,0.23519871025,0.0561841111615499,0.1670186,0.3089322
"Croatia",2011,0.2358665915,0.0479038918422966,0.1762108,0.2976459
"Croatia",2012,0.19411655545,0.0420335269528537,0.1421561,0.2462918
"Croatia",2013,0.229299623,0.043481079258289,0.1753922,0.2858685
"Croatia",2014,0.21675678535,0.0398134122356172,0.1686732,0.2699774
"Croatia",2015,0.251831546,0.0448737652433071,0.1955468,0.3124335
"Croatia",2016,0.2517299745,0.0469944803915788,0.1928382,0.3138571
"Croatia",2017,0.2397968165,0.0294082357781221,0.2020499,0.2776054
"Croatia",2018,0.2123111964,0.0468258514353247,0.1536961,0.2730903
"Croatia",2019,0.2074518876,0.0521946324141993,0.1450068,0.2765563
"Croatia",2020,0.24922084005,0.058967625249458,0.1754435,0.3260845
"Croatia",2021,0.27293883705,0.0621232418623787,0.1969769,0.3547454
"Croatia",2022,0.292603547,0.0687709205783257,0.2081697,0.3853552
"Cyprus",1996,0.6071253,0.0480797098893964,0.5447557,0.6680815
"Cyprus",1997,0.6086127645,0.082925951353753,0.5022711,0.7141627
"Cyprus",1998,0.6143531545,0.0938245112057406,0.4925853,0.733987
"Cyprus",1999,0.6217299025,0.0936476558233178,0.5008628,0.7419909
"Cyprus",2000,0.62687306,0.0884155907859038,0.5086985,0.735933
"Cyprus",2001,0.6341916495,0.0644050720128868,0.5492024,0.7160908
"Cyprus",2002,0.649343576,0.0603684862569264,0.5705663,0.7266866
"Cyprus",2003,0.6615711255,0.0534261662656949,0.5916913,0.7296969
"Cyprus",2004,0.6927660475,0.0305690934505169,0.6556997,0.7325244
"Cyprus",2005,0.6434197205,0.0603571189319475,0.5649189,0.7187346
"Cyprus",2006,0.59333719,0.0358434939103982,0.5471249,0.6384948
"Cyprus",2007,0.625574886,0.0445140241869196,0.5669826,0.6822944
"Cyprus",2008,0.592724572,0.0360879840954278,0.545415,0.6387314
"Cyprus",2009,0.518833633,0.0433434829748315,0.4636923,0.5741551
"Cyprus",2010,0.5070146575,0.0493852783939933,0.4441251,0.5699532
"Cyprus",2011,0.469839409,0.0372357569177443,0.4229051,0.5169064
"Cyprus",2012,0.323390147,0.0431739057070749,0.2696116,0.3798008
"Cyprus",2013,0.2550297375,0.0443053274964973,0.1995878,0.3127412
"Cyprus",2014,0.2615747375,0.0443723318356255,0.2069053,0.3187211
"Cyprus",2015,0.294322979,0.0489657466913666,0.2336457,0.359031
"Cyprus",2016,0.3489260295,0.0597686286415748,0.2715486,0.4273659
"Cyprus",2017,0.3842011295,0.0645492895485174,0.3025613,0.4666991
"Cyprus",2018,0.414749542,0.0624703644699528,0.3373594,0.4964954
"Cyprus",2019,0.414279632,0.0378346024354201,0.3657807,0.4640697
"Cyprus",2020,0.370392567,0.0616634790688698,0.2898529,0.4517992
"Cyprus",2021,0.3842665365,0.0676779047601876,0.2966465,0.4714598
"Cyprus",2022,0.4160046245,0.0768851184775191,0.3152582,0.5152061
"Czechia",1991,0.3630802195,0.0368559223266844,0.3155743,0.4109977
"Czechia",1992,0.3564484395,0.0731725391918117,0.2638593,0.4538923
"Czechia",1993,0.353402144,0.0864644589832892,0.2446564,0.4698537
"Czechia",1994,0.344518063,0.0851835494997404,0.2412364,0.4583942
"Czechia",1995,0.336759481,0.0765875312894805,0.2406351,0.4363527
"Czechia",1996,0.329288124,0.0499234977328268,0.2651936,0.3952868
"Czechia",1997,0.3338343625,0.062717042628939,0.2534093,0.4151417
"Czechia",1998,0.333922293,0.0320507708142729,0.2926531,0.3745868
"Czechia",1999,0.290758059,0.0280573579121774,0.255513,0.3273928
"Czechia",2000,0.293495158,0.0270406569074982,0.2582668,0.3281538
"Czechia",2001,0.287595305,0.0488035266230054,0.2267072,0.3515097
"Czechia",2002,0.2566925364,0.0487433435045484,0.1954037,0.3202748
"Czechia",2003,0.2689185785,0.0466872791405926,0.2117019,0.3311201
"Czechia",2004,0.3867266075,0.0502402499870356,0.3217269,0.4494873
"Czechia",2005,0.342497422,0.0670584041814641,0.2562995,0.4294858
"Czechia",2006,0.298600328,0.0393190313261483,0.2507238,0.3488866
"Czechia",2007,0.309693127,0.0427988799299643,0.2548311,0.3662891
"Czechia",2008,0.3368006555,0.0320590840436323,0.2962539,0.3778939
"Czechia",2009,0.3481724495,0.0420009172152694,0.2957131,0.4030492
"Czechia",2010,0.3411513805,0.04230670865213,0.2878929,0.3946741
"Czechia",2011,0.300660517,0.048381263733391,0.2393636,0.3638975
"Czechia",2012,0.280691334,0.042699767544515,0.2251783,0.3369754
"Czechia",2013,0.302898519,0.0488504610666967,0.2413027,0.3654931
"Czechia",2014,0.327999116,0.0437498814354205,0.2711508,0.3829091
"Czechia",2015,0.342993537,0.0523392484482218,0.2794178,0.4098672
"Czechia",2016,0.3767302475,0.0431497985501288,0.3220574,0.4314499
"Czechia",2017,0.3714314025,0.033146809152013,0.3288368,0.4141567
"Czechia",2018,0.4260013365,0.0575226261097452,0.3523894,0.50185
"Czechia",2019,0.4556069415,0.0620233377122642,0.3753192,0.5349888
"Czechia",2020,0.4567858,0.064590161901835,0.3733167,0.5398414
"Czechia",2021,0.3264240085,0.0582451500884566,0.2531828,0.4032117
"Czechia",2022,0.382539977,0.065875229311828,0.3005405,0.4701515
"Denmark",1990,0.5291899285,0.0403823579989724,0.477799,0.5811139
"Denmark",1991,0.529584305,0.0840517624243198,0.4206534,0.6375405
"Denmark",1992,0.5319727505,0.0991153023869315,0.4035567,0.6582043
"Denmark",1993,0.5299846765,0.108404439525595,0.3850279,0.6723972
"Denmark",1994,0.5290790295,0.108500771381492,0.3835463,0.6683262
"Denmark",1995,0.532208721,0.106854273408044,0.3932723,0.668653
"Denmark",1996,0.5328042345,0.0923354481696865,0.4132729,0.6508672
"Denmark",1997,0.5350650345,0.0586818556019725,0.461979,0.6115711
"Denmark",1998,0.543305946,0.0682565520293294,0.453903,0.6295326
"Denmark",1999,0.550812467,0.0191442442454325,0.526239,0.5750643
"Denmark",2000,0.539822795,0.0493566497544907,0.4764245,0.6021934
"Denmark",2001,0.600732596,0.0298578718019898,0.562374,0.6403736
"Denmark",2002,0.6093988945,0.0542373993288243,0.5412341,0.6782321
"Denmark",2003,0.662554607,0.0724009940755935,0.5701114,0.7554166
"Denmark",2004,0.711792226,0.0696710439703244,0.6186393,0.7959977
"Denmark",2005,0.756907664,0.041897040659874,0.7018942,0.8089677
"Denmark",2006,0.70381422,0.050193890700487,0.6389765,0.7689944
"Denmark",2007,0.6917330085,0.0482880139520372,0.6270782,0.7529742
"Denmark",2008,0.690419247,0.0279092847722266,0.6557045,0.7262398
"Denmark",2009,0.6763774695,0.0427780174839017,0.6219802,0.7300466
"Denmark",2010,0.644171329,0.047509558349063,0.5825966,0.7018105
"Denmark",2011,0.639766142,0.0543087049837348,0.5702,0.7072647
"Denmark",2012,0.7186077395,0.044821345880751,0.6597107,0.7742889
"Denmark",2013,0.709393508,0.0498778580967557,0.6438677,0.7718693
"Denmark",2014,0.699516334,0.0438253549941427,0.6439021,0.7554779
"Denmark",2015,0.652402623,0.0512017531178869,0.5859742,0.7165537
"Denmark",2016,0.624435133,0.0403985408634304,0.5713727,0.6752957
"Denmark",2017,0.614169861,0.0318582984012987,0.5714969,0.6554538
"Denmark",2018,0.705332065,0.0465526121200344,0.642488,0.7641231
"Denmark",2019,0.734528892,0.0476939465809401,0.6717749,0.794444
"Denmark",2020,0.7252526375,0.0489369097328406,0.6610299,0.7867855
"Denmark",2021,0.5419031265,0.0630710028464391,0.4620721,0.6227587
"Denmark",2022,0.6839025465,0.0574006279887214,0.608106,0.7570952
"Dominican Republic",1996,0.12125504535,0.024676268910023,0.09076669,0.1544135
"Dominican Republic",1997,0.1359030188,0.0449426320829579,0.08237789,0.1979327
"Dominican Republic",1998,0.1520805714,0.0580359564402365,0.08531208,0.2272739
"Dominican Republic",1999,0.16816107395,0.0700140073608743,0.08759475,0.2626845
"Dominican Republic",2000,0.1852234496,0.0789754364765608,0.09522885,0.2862383
"Dominican Republic",2001,0.20050154635,0.0844122750604318,0.104558,0.3153731
"Dominican Republic",2002,0.21658702115,0.0824969384953333,0.1197537,0.3273504
"Dominican Republic",2003,0.2320922417,0.0788268894905865,0.1385891,0.3396365
"Dominican Republic",2004,0.249061698,0.0659887848144409,0.1693474,0.3357462
"Dominican Republic",2005,0.2665085975,0.0340177542181656,0.2235536,0.3099399
"Dominican Republic",2006,0.27603614,0.0346528221265176,0.232725,0.320766
"Dominican Republic",2007,0.170635725,0.0296527769070837,0.1335074,0.2093895
"Dominican Republic",2008,0.269590379,0.0322540670569963,0.2293395,0.3111951
"Dominican Republic",2009,0.241750262,0.032882287189135,0.2003608,0.2845277
"Dominican Republic",2010,0.212489681,0.0308115988583738,0.1730088,0.2521664
"Dominican Republic",2011,0.15700024235,0.0260873353320807,0.1248001,0.1915953
"Dominican Republic",2012,0.1795338394,0.0431093700970098,0.1276475,0.2352793
"Dominican Republic",2013,0.19984568995,0.0373316111709168,0.152557,0.2488671
"Ecuador",1996,0.259239001,0.0407993963180334,0.2077545,0.3129163
"Ecuador",1997,0.25042358305,0.0669085354626227,0.1702205,0.3384818
"Ecuador",1998,0.24151816575,0.0749779825921598,0.1540462,0.344158
"Ecuador",1999,0.2308529647,0.0727872019640092,0.145608,0.3292593
"Ecuador",2000,0.21781918095,0.059339132873999,0.1476458,0.2972798
"Ecuador",2001,0.2027942855,0.0298317773956444,0.1651407,0.2413712
"Ecuador",2002,0.1364758003,0.0328872413792311,0.09795014,0.1803277
"Ecuador",2003,0.0870692623,0.0144832958547458,0.06940501,0.1064071
"Ecuador",2004,0.13129829405,0.0323991047611336,0.09215364,0.1755158
"Ecuador",2005,0.188805969,0.0242682480073802,0.1586028,0.2201552
"Ecuador",2006,0.14761185155,0.0246694450127547,0.1178503,0.1800219
"Ecuador",2007,0.1248408909,0.0213116901225322,0.09848624,0.1528834
"Ecuador",2008,0.2118838505,0.0298458683402853,0.1742787,0.2508254
"Ecuador",2009,0.237114188,0.0300239338805975,0.1993633,0.2760792
"Ecuador",2010,0.304839146,0.033525432954327,0.2608285,0.3482637
"Ecuador",2011,0.365971161,0.0389146398162323,0.3163655,0.4143226
"Ecuador",2012,0.3073962025,0.0559252657027345,0.2382678,0.3802281
"Ecuador",2013,0.248932256,0.0354155672578538,0.2031976,0.2952382
"Ecuador",2014,0.2135424227,0.0584142103050521,0.1436153,0.2905522
"Ecuador",2015,0.17989160745,0.0603170951814015,0.1092646,0.2601479
"Ecuador",2016,0.14873853475,0.0523090338476329,0.08612827,0.2195206
"Ecuador",2017,0.11977908355,0.0383434882487309,0.07552672,0.1724969
"Ecuador",2018,0.09496566955,0.0205744173445158,0.06974884,0.1221276
"Egypt",2001,0.7286904815,0.0431649426550397,0.6719799,0.7851819
"Egypt",2002,0.707251368,0.0734900196043198,0.6063359,0.800616
"Egypt",2003,0.6891898945,0.0915672633932074,0.566818,0.7996925
"Egypt",2004,0.6693395725,0.102450427147705,0.531842,0.795085
"Egypt",2005,0.652771896,0.105048934683414,0.5084,0.7837749
"Egypt",2006,0.6353591485,0.0997548353243027,0.502136,0.76032
"Egypt",2007,0.617471807,0.086787605987971,0.5031296,0.7295106
"Egypt",2008,0.598872658,0.0501509058528256,0.5328855,0.6621875
"Egypt",2009,0.5218089835,0.0852905449925945,0.4115954,0.6323181
"Egypt",2010,0.444459705,0.0949657931013091,0.3216172,0.5685763
"Egypt",2011,0.3721212325,0.0902848912036464,0.2560582,0.4923953
"Egypt",2012,0.300438899,0.0714047608520186,0.2115633,0.3925578
"Egypt",2013,0.237108056,0.0386522847021779,0.1899937,0.289409
"Egypt",2014,0.25427435125,0.0662452634550265,0.1751634,0.3426392
"Egypt",2015,0.26993279515,0.0768348004201209,0.1739124,0.3728544
"Egypt",2016,0.28314217955,0.0800908242022234,0.1844523,0.3908278
"Egypt",2017,0.2951499835,0.0704920247939085,0.207114,0.3893539
"Egypt",2018,0.3054093205,0.0430867691421315,0.2529431,0.3633805
"El Salvador",1996,0.365695358,0.045598058666405,0.3082411,0.4263734
"El Salvador",1997,0.3344935305,0.0762666862496781,0.2368653,0.4348836
"El Salvador",1998,0.302198616,0.0832134375201957,0.1995208,0.4138704
"El Salvador",1999,0.2705989698,0.0803051954635862,0.1711346,0.3788146
"El Salvador",2000,0.24083461265,0.0668087607837153,0.1584277,0.3291646
"El Salvador",2001,0.2094424855,0.0357284006198461,0.1650158,0.2566272
"El Salvador",2002,0.18635195125,0.0416314938331952,0.1372454,0.2424493
"El Salvador",2003,0.1636714726,0.0250665911388138,0.1318768,0.1967131
"El Salvador",2004,0.1996047004,0.045173596069042,0.1439679,0.2597414
"El Salvador",2005,0.234509522,0.0311441570290165,0.1951438,0.2752364
"El Salvador",2006,0.2752151485,0.0427042878057572,0.221475,0.3290133
"El Salvador",2007,0.1799307049,0.0300579129968932,0.1430795,0.2188107
"El Salvador",2008,0.378576345,0.0380001194773269,0.3302924,0.4283707
"El Salvador",2009,0.444505499,0.0385311142535459,0.3955143,0.4942065
"El Salvador",2010,0.3560286225,0.0364667333265916,0.3109765,0.4050652
"El Salvador",2011,0.3241430545,0.0364711999688262,0.2778323,0.3712339
"El Salvador",2012,0.24279069,0.0515212303867657,0.1784857,0.3129023
"El Salvador",2013,0.17367763375,0.029844817228718,0.1367852,0.2112485
"Estonia",1996,0.525875143,0.0273952223551935,0.4907914,0.5602561
"Estonia",1997,0.490895907,0.0712520535804974,0.4000607,0.5869312
"Estonia",1998,0.4548151475,0.0729740001319812,0.3616646,0.5502642
"Estonia",1999,0.419842838,0.0355071314463803,0.3745539,0.4640147
"Estonia",2000,0.4331887805,0.069867959390131,0.3421717,0.5247785
"Estonia",2001,0.4457864835,0.0634571575447921,0.3659394,0.5269598
"Estonia",2002,0.4832111385,0.06501635477893,0.3971436,0.5680882
"Estonia",2003,0.511035288,0.0676948612176263,0.4256774,0.5999994
"Estonia",2004,0.5101884355,0.0828479072039233,0.4018956,0.6144255
"Estonia",2005,0.5096117995,0.0794407416796546,0.4056047,0.6122916
"Estonia",2006,0.507919598,0.0541502508315978,0.4364273,0.5776147
"Estonia",2007,0.528018768,0.0503216611822905,0.4629492,0.591208
"Estonia",2008,0.5613558915,0.0314924220343645,0.521291,0.600609
"Estonia",2009,0.5885778275,0.042334593014172,0.5365621,0.6432685
"Estonia",2010,0.66118582,0.0417813815245337,0.6087839,0.7124794
"Estonia",2011,0.652296942,0.0298270022408383,0.6136996,0.6890685
"Estonia",2012,0.5836395865,0.0443798477559798,0.5286277,0.6402221
"Estonia",2013,0.591376819,0.0505342505430051,0.5251662,0.6567433
"Estonia",2014,0.649576495,0.0464837656841511,0.5913096,0.7099234
"Estonia",2015,0.651106547,0.0534288410580016,0.5798606,0.7170912
"Estonia",2016,0.6289880775,0.0562955460891911,0.5554489,0.7010481
"Estonia",2017,0.6469806695,0.0534737617787047,0.5772051,0.7147486
"Estonia",2018,0.6621857495,0.0340579871069862,0.6175519,0.7060037
"Estonia",2019,0.6631224205,0.056434018952962,0.588945,0.7349384
"Estonia",2020,0.556008455,0.0650476903450044,0.4719217,0.6364564
"Estonia",2021,0.4161650895,0.0656604160146743,0.3331182,0.5033335
"Estonia",2022,0.505808175,0.0720823469325605,0.4138181,0.5986503
"Finland",1990,0.3579875475,0.0384512291555098,0.308162,0.4070553
"Finland",1991,0.361550987,0.0763541416530605,0.2656003,0.4643294
"Finland",1992,0.361479849,0.0909976863164205,0.2496844,0.4827536
"Finland",1993,0.36342866175,0.0987887352968013,0.2429999,0.5002075
"Finland",1994,0.36231472125,0.0920191637565276,0.245756,0.4836019
"Finland",1995,0.3593678975,0.0749051285209923,0.2637204,0.4507376
"Finland",1996,0.355326595,0.0347479602101815,0.3114246,0.399873
"Finland",1997,0.330012028,0.0459881149397327,0.2720241,0.3904047
"Finland",1998,0.361885392,0.0654848936763605,0.2797503,0.446878
"Finland",1999,0.39227846,0.0487589605365383,0.3290777,0.4542615
"Finland",2000,0.443471474,0.0189824396024314,0.4192017,0.4684022
"Finland",2001,0.4082049775,0.0463055325993196,0.3495663,0.468018
"Finland",2002,0.429021142,0.0529142656561233,0.3598169,0.4978917
"Finland",2003,0.5602539355,0.0667128699925334,0.4737378,0.6445393
"Finland",2004,0.682971749,0.0388763757516154,0.6332326,0.7315934
"Finland",2005,0.6039338105,0.0332495665449236,0.5603009,0.6463345
"Finland",2006,0.612801927,0.0390065960187268,0.56276,0.6639213
"Finland",2007,0.6316682455,0.0451900440909577,0.5740324,0.6869373
"Finland",2008,0.6395822295,0.04286794443272,0.5829001,0.6925021
"Finland",2009,0.544285058,0.0309385637647023,0.5043626,0.5836854
"Finland",2010,0.539580491,0.0377281492067422,0.4919422,0.589574
"Finland",2011,0.6371855865,0.0216430041044641,0.6097282,0.6655548
"Finland",2012,0.636467406,0.0370149815874887,0.5897361,0.6824641
"Finland",2013,0.61445294,0.0456446588173543,0.5558275,0.6718502
"Finland",2014,0.6236203815,0.0371376400019093,0.5766822,0.6721309
"Finland",2015,0.6431104795,0.0218018981837772,0.6158374,0.6717353
"Finland",2016,0.6250457475,0.0373038287658256,0.5769397,0.6719942
"Finland",2017,0.6157959095,0.0296278966260609,0.5778118,0.6529642
"Finland",2018,0.647179851,0.0281884822985905,0.6113256,0.6832154
"Finland",2019,0.6860509585,0.0223165532783154,0.6581848,0.7141065
"Finland",2020,0.76341625,0.0254082016706332,0.731079,0.795768
"Finland",2021,0.4756172285,0.056208572118789,0.4042758,0.5474929
